"OBJECTID..","Shape..","TARGET_FID","soil_mu","SSURGO_dat","MLRA","LRU","Subres_are","ecosite1","ecosite2","ecosite3","esite","esite_alt","esite_alt2","state_code","State1","State2","State3","DomVeg","dom1","dom2","dom3","dom4","hist_state","grass_dur","ration","ration_dat","remarks","veri_esite","veri_state","esite_veri","state_veri","esite_corr","state_corr","date_chang","agency","person","corr_type","corr_reaso","chng_reaso","old_esite","old_state","old_remark","LU","Shape_Length","Shape_Area","FGString","Dom1FG","Dom2FG","Dom3FG","State1Char","State2Char","State3Char"
3072,"Polygon","2445","914","NM690","42X","42.2","SD-2","Limestone hills","No ecosite"," ","Drainage","<Null>"," ",537,5,3,7,"NA,NA,NA",NA,NA,NA,NA,"500","<Null>","<Null>","<Null>","<Null>","no","no","<Null>","<Null>","<Null>","<Null>","7/27/2020","USDA","LMB","<Null>","<Null>","<Null>","<Null>","500","<Null>","0",420.039538,3992.703902,"NA,NA,NA",NA,NA,NA,"ShrubDominated","ShrubGrassMix","Bare/Annuals"
3073,"Polygon","2445","914","NM690","42X","42.2","SD-2","Limestone hills","No ecosite"," ","Drainage","<Null>"," ",537,5,3,7,"NA,NA,NA",NA,NA,NA,NA,"500","<Null>","<Null>","<Null>","<Null>","no","no","<Null>","<Null>","<Null>","<Null>","7/27/2020","USDA","LMB","<Null>","<Null>","<Null>","<Null>","500","<Null>","0",2655.297304,27092.24669,"NA,NA,NA",NA,NA,NA,"ShrubDominated","ShrubGrassMix","Bare/Annuals"
3074,"Polygon","2445","914","NM690","42X","42.2","SD-2","Limestone hills","No ecosite"," ","Drainage","<Null>"," ",537,5,3,7,"NA,NA,NA",NA,NA,NA,NA,"500","<Null>","<Null>","<Null>","<Null>","no","no","<Null>","<Null>","<Null>","<Null>","7/27/2020","USDA","LMB","<Null>","<Null>","<Null>","<Null>","500","<Null>","0",1551.857341,16035.03076,"NA,NA,NA",NA,NA,NA,"ShrubDominated","ShrubGrassMix","Bare/Annuals"
3075,"Polygon","2445","914","NM690","42X","42.2","SD-2","Limestone hills","No ecosite"," ","Drainage","<Null>"," ",537,5,3,7,"NA,NA,NA",NA,NA,NA,NA,"500","<Null>","<Null>","<Null>","<Null>","no","no","<Null>","<Null>","<Null>","<Null>","7/27/2020","USDA","LMB","<Null>","<Null>","<Null>","<Null>","500","<Null>","0",2001.797138,18659.73812,"NA,NA,NA",NA,NA,NA,"ShrubDominated","ShrubGrassMix","Bare/Annuals"
3076,"Polygon","2445","914","NM690","42X","42.2","SD-2","Limestone hills","No ecosite"," ","Drainage","<Null>"," ",537,5,3,7,"NA,NA,NA",NA,NA,NA,NA,"500","<Null>","<Null>","<Null>","<Null>","no","no","<Null>","<Null>","<Null>","<Null>","7/27/2020","USDA","LMB","<Null>","<Null>","<Null>","<Null>","500","<Null>","0",1210.186745,16686.66103,"NA,NA,NA",NA,NA,NA,"ShrubDominated","ShrubGrassMix","Bare/Annuals"
3077,"Polygon","2445","914","NM690","42X","42.2","SD-2","Limestone hills","No ecosite"," ","Drainage","<Null>"," ",537,5,3,7,"NA,NA,NA",NA,NA,NA,NA,"500","<Null>","<Null>","<Null>","<Null>","no","no","<Null>","<Null>","<Null>","<Null>","7/27/2020","USDA","LMB","<Null>","<Null>","<Null>","<Null>","500","<Null>","0",3726.608577,38001.16816,"NA,NA,NA",NA,NA,NA,"ShrubDominated","ShrubGrassMix","Bare/Annuals"
3078,"Polygon","2445","914","NM690","42X","42.2","SD-2","Limestone hills","No ecosite"," ","Drainage","<Null>"," ",537,5,3,7,"NA,NA,NA",NA,NA,NA,NA,"500","<Null>","<Null>","<Null>","<Null>","no","no","<Null>","<Null>","<Null>","<Null>","7/27/2020","USDA","LMB","<Null>","<Null>","<Null>","<Null>","500","<Null>","0",1713.432288,15412.8413,"NA,NA,NA",NA,NA,NA,"ShrubDominated","ShrubGrassMix","Bare/Annuals"
3079,"Polygon","2445","914","NM690","42X","42.2","SD-2","Limestone hills","No ecosite"," ","Drainage","<Null>"," ",537,5,3,7,"NA,NA,NA",NA,NA,NA,NA,"500","<Null>","<Null>","<Null>","<Null>","no","no","<Null>","<Null>","<Null>","<Null>","7/27/2020","USDA","LMB","<Null>","<Null>","<Null>","<Null>","500","<Null>","0",11741.59116,120069.268,"NA,NA,NA",NA,NA,NA,"ShrubDominated","ShrubGrassMix","Bare/Annuals"
3080,"Polygon","2445","914","NM690","42X","42.2","SD-2","Limestone hills","No ecosite"," ","Drainage","<Null>"," ",537,5,3,7,"NA,NA,NA",NA,NA,NA,NA,"500","<Null>","<Null>","<Null>","<Null>","no","no","<Null>","<Null>","<Null>","<Null>","7/27/2020","USDA","LMB","<Null>","<Null>","<Null>","<Null>","500","<Null>","0",5678.114414,64328.84087,"NA,NA,NA",NA,NA,NA,"ShrubDominated","ShrubGrassMix","Bare/Annuals"
3081,"Polygon","2445","914","NM690","42X","42.2","SD-2","Limestone hills","No ecosite"," ","Drainage","<Null>"," ",537,5,3,7,"NA,NA,NA",NA,NA,NA,NA,"500","<Null>","<Null>","<Null>","<Null>","no","no","<Null>","<Null>","<Null>","<Null>","7/27/2020","USDA","LMB","<Null>","<Null>","<Null>","<Null>","500","<Null>","0",164.651245,983.994736,"NA,NA,NA",NA,NA,NA,"ShrubDominated","ShrubGrassMix","Bare/Annuals"
3082,"Polygon","2445","914","NM690","42X","42.2","SD-2","Limestone hills","No ecosite"," ","Drainage","<Null>"," ",537,5,3,7,"NA,NA,NA",NA,NA,NA,NA,"500","<Null>","<Null>","<Null>","<Null>","no","no","<Null>","<Null>","<Null>","<Null>","7/27/2020","USDA","LMB","<Null>","<Null>","<Null>","<Null>","500","<Null>","0",95.337575,361.369805,"NA,NA,NA",NA,NA,NA,"ShrubDominated","ShrubGrassMix","Bare/Annuals"
3083,"Polygon","2445","914","NM690","42X","42.2","SD-2","Limestone hills","No ecosite"," ","Drainage","<Null>"," ",537,5,3,7,"NA,NA,NA",NA,NA,NA,NA,"500","<Null>","<Null>","<Null>","<Null>","no","no","<Null>","<Null>","<Null>","<Null>","7/27/2020","USDA","LMB","<Null>","<Null>","<Null>","<Null>","500","<Null>","0",126.175156,748.543294,"NA,NA,NA",NA,NA,NA,"ShrubDominated","ShrubGrassMix","Bare/Annuals"
3084,"Polygon","2445","914","NM690","42X","42.2","SD-2","Limestone hills","No ecosite"," ","Drainage","<Null>"," ",537,5,3,7,"NA,NA,NA",NA,NA,NA,NA,"500","<Null>","<Null>","<Null>","<Null>","no","no","<Null>","<Null>","<Null>","<Null>","7/27/2020","USDA","LMB","<Null>","<Null>","<Null>","<Null>","500","<Null>","0",711.620646,5966.91375,"NA,NA,NA",NA,NA,NA,"ShrubDominated","ShrubGrassMix","Bare/Annuals"
3085,"Polygon","2445","914","NM690","42X","42.2","SD-2","Limestone hills","No ecosite"," ","Drainage","<Null>"," ",537,5,3,7,"NA,NA,NA",NA,NA,NA,NA,"500","<Null>","<Null>","<Null>","<Null>","no","no","<Null>","<Null>","<Null>","<Null>","7/27/2020","USDA","LMB","<Null>","<Null>","<Null>","<Null>","500","<Null>","0",121.148501,716.462966,"NA,NA,NA",NA,NA,NA,"ShrubDominated","ShrubGrassMix","Bare/Annuals"
3086,"Polygon","2445","914","NM690","42X","42.2","SD-2","Limestone hills","No ecosite"," ","Drainage","<Null>"," ",537,5,3,7,"NA,NA,NA",NA,NA,NA,NA,"500","<Null>","<Null>","<Null>","<Null>","no","no","<Null>","<Null>","<Null>","<Null>","7/27/2020","USDA","LMB","<Null>","<Null>","<Null>","<Null>","500","<Null>","0",627.49052,4008.448791,"NA,NA,NA",NA,NA,NA,"ShrubDominated","ShrubGrassMix","Bare/Annuals"
3087,"Polygon","2445","914","NM690","42X","42.2","SD-2","Limestone hills","No ecosite"," ","Drainage","<Null>"," ",537,5,3,7,"NA,NA,NA",NA,NA,NA,NA,"500","<Null>","<Null>","<Null>","<Null>","no","no","<Null>","<Null>","<Null>","<Null>","7/27/2020","USDA","LMB","<Null>","<Null>","<Null>","<Null>","500","<Null>","0",105.989486,508.949873,"NA,NA,NA",NA,NA,NA,"ShrubDominated","ShrubGrassMix","Bare/Annuals"
3088,"Polygon","2445","914","NM690","42X","42.2","SD-2","Limestone hills","No ecosite"," ","Drainage","<Null>"," ",537,5,3,7,"NA,NA,NA",NA,NA,NA,NA,"500","<Null>","<Null>","<Null>","<Null>","no","no","<Null>","<Null>","<Null>","<Null>","7/27/2020","USDA","LMB","<Null>","<Null>","<Null>","<Null>","500","<Null>","0",274.510574,983.267274,"NA,NA,NA",NA,NA,NA,"ShrubDominated","ShrubGrassMix","Bare/Annuals"
3103,"Polygon","2445","914","NM690","42X","42.2","SD-2","Limestone hills","No ecosite"," ","Drainage","<Null>"," ",537,5,3,7,"NA,NA,NA",NA,NA,NA,NA,"500","<Null>","<Null>","<Null>","<Null>","no","no","<Null>","<Null>","<Null>","<Null>","7/27/2020","USDA","LMB","<Null>","<Null>","<Null>","<Null>","500","<Null>","0",589.3861,5305.324051,"NA,NA,NA",NA,NA,NA,"ShrubDominated","ShrubGrassMix","Bare/Annuals"
3104,"Polygon","2445","914","NM690","42X","42.2","SD-2","Limestone hills","No ecosite"," ","Drainage","<Null>"," ",537,5,3,7,"NA,NA,NA",NA,NA,NA,NA,"500","<Null>","<Null>","<Null>","<Null>","no","no","<Null>","<Null>","<Null>","<Null>","7/27/2020","USDA","LMB","<Null>","<Null>","<Null>","<Null>","500","<Null>","0",291.137304,3173.776449,"NA,NA,NA",NA,NA,NA,"ShrubDominated","ShrubGrassMix","Bare/Annuals"
3105,"Polygon","2445","914","NM690","42X","42.2","SD-2","Limestone hills","No ecosite"," ","Drainage","<Null>"," ",537,5,3,7,"NA,NA,NA",NA,NA,NA,NA,"500","<Null>","<Null>","<Null>","<Null>","no","no","<Null>","<Null>","<Null>","<Null>","7/27/2020","USDA","LMB","<Null>","<Null>","<Null>","<Null>","500","<Null>","0",125.306118,704.158773,"NA,NA,NA",NA,NA,NA,"ShrubDominated","ShrubGrassMix","Bare/Annuals"
3106,"Polygon","2445","914","NM690","42X","42.2","SD-2","Limestone hills","No ecosite"," ","Drainage","<Null>"," ",537,5,3,7,"NA,NA,NA",NA,NA,NA,NA,"500","<Null>","<Null>","<Null>","<Null>","no","no","<Null>","<Null>","<Null>","<Null>","7/27/2020","USDA","LMB","<Null>","<Null>","<Null>","<Null>","500","<Null>","0",239.317207,1960.799309,"NA,NA,NA",NA,NA,NA,"ShrubDominated","ShrubGrassMix","Bare/Annuals"
3107,"Polygon","2445","914","NM690","42X","42.2","SD-2","Limestone hills","No ecosite"," ","Drainage","<Null>"," ",537,5,3,7,"NA,NA,NA",NA,NA,NA,NA,"500","<Null>","<Null>","<Null>","<Null>","no","no","<Null>","<Null>","<Null>","<Null>","7/27/2020","USDA","LMB","<Null>","<Null>","<Null>","<Null>","500","<Null>","0",26460.04394,295124.7702,"NA,NA,NA",NA,NA,NA,"ShrubDominated","ShrubGrassMix","Bare/Annuals"
3108,"Polygon","2445","914","NM690","42X","42.2","SD-2","Limestone hills","No ecosite"," ","Drainage","<Null>"," ",537,5,3,7,"NA,NA,NA",NA,NA,NA,NA,"500","<Null>","<Null>","<Null>","<Null>","no","no","<Null>","<Null>","<Null>","<Null>","7/27/2020","USDA","LMB","<Null>","<Null>","<Null>","<Null>","500","<Null>","0",2246.425732,22038.98963,"NA,NA,NA",NA,NA,NA,"ShrubDominated","ShrubGrassMix","Bare/Annuals"
3109,"Polygon","2445","914","NM690","42X","42.2","SD-2","Limestone hills","No ecosite"," ","Drainage","<Null>"," ",537,5,3,7,"NA,NA,NA",NA,NA,NA,NA,"500","<Null>","<Null>","<Null>","<Null>","no","no","<Null>","<Null>","<Null>","<Null>","7/27/2020","USDA","LMB","<Null>","<Null>","<Null>","<Null>","500","<Null>","0",954.302264,9632.571546,"NA,NA,NA",NA,NA,NA,"ShrubDominated","ShrubGrassMix","Bare/Annuals"
3110,"Polygon","2445","914","NM690","42X","42.2","SD-2","Limestone hills","No ecosite"," ","Drainage","<Null>"," ",537,5,3,7,"NA,NA,NA",NA,NA,NA,NA,"500","<Null>","<Null>","<Null>","<Null>","no","no","<Null>","<Null>","<Null>","<Null>","7/27/2020","USDA","LMB","<Null>","<Null>","<Null>","<Null>","500","<Null>","0",2505.071116,24925.08465,"NA,NA,NA",NA,NA,NA,"ShrubDominated","ShrubGrassMix","Bare/Annuals"
3111,"Polygon","2445","914","NM690","42X","42.2","SD-2","Limestone hills","No ecosite"," ","Drainage","<Null>"," ",537,5,3,7,"NA,NA,NA",NA,NA,NA,NA,"500","<Null>","<Null>","<Null>","<Null>","no","no","<Null>","<Null>","<Null>","<Null>","7/27/2020","USDA","LMB","<Null>","<Null>","<Null>","<Null>","500","<Null>","0",18119.42037,206369.3917,"NA,NA,NA",NA,NA,NA,"ShrubDominated","ShrubGrassMix","Bare/Annuals"
3112,"Polygon","2445","914","NM690","42X","42.2","SD-2","Limestone hills","No ecosite"," ","Drainage","<Null>"," ",537,5,3,7,"NA,NA,NA",NA,NA,NA,NA,"500","<Null>","<Null>","<Null>","<Null>","no","no","<Null>","<Null>","<Null>","<Null>","7/27/2020","USDA","LMB","<Null>","<Null>","<Null>","<Null>","500","<Null>","0",15045.78313,166695.7179,"NA,NA,NA",NA,NA,NA,"ShrubDominated","ShrubGrassMix","Bare/Annuals"
3113,"Polygon","2445","914","NM690","42X","42.2","SD-2","Limestone hills","No ecosite"," ","Drainage","<Null>"," ",537,5,3,7,"NA,NA,NA",NA,NA,NA,NA,"500","<Null>","<Null>","<Null>","<Null>","no","no","<Null>","<Null>","<Null>","<Null>","7/27/2020","USDA","LMB","<Null>","<Null>","<Null>","<Null>","500","<Null>","0",981.515013,6973.923488,"NA,NA,NA",NA,NA,NA,"ShrubDominated","ShrubGrassMix","Bare/Annuals"
3114,"Polygon","2445","914","NM690","42X","42.2","SD-2","Limestone hills","No ecosite"," ","Drainage","<Null>"," ",537,5,3,7,"NA,NA,NA",NA,NA,NA,NA,"500","<Null>","<Null>","<Null>","<Null>","no","no","<Null>","<Null>","<Null>","<Null>","7/27/2020","USDA","LMB","<Null>","<Null>","<Null>","<Null>","500","<Null>","0",10594.78445,117043.1974,"NA,NA,NA",NA,NA,NA,"ShrubDominated","ShrubGrassMix","Bare/Annuals"
3115,"Polygon","2445","914","NM690","42X","42.2","SD-2","Limestone hills","No ecosite"," ","Drainage","<Null>"," ",537,5,3,7,"NA,NA,NA",NA,NA,NA,NA,"500","<Null>","<Null>","<Null>","<Null>","no","no","<Null>","<Null>","<Null>","<Null>","7/27/2020","USDA","LMB","<Null>","<Null>","<Null>","<Null>","500","<Null>","0",22528.98081,214733.3793,"NA,NA,NA",NA,NA,NA,"ShrubDominated","ShrubGrassMix","Bare/Annuals"
3116,"Polygon","2445","914","NM690","42X","42.2","SD-2","Limestone hills","No ecosite"," ","Drainage","<Null>"," ",537,5,3,7,"NA,NA,NA",NA,NA,NA,NA,"500","<Null>","<Null>","<Null>","<Null>","no","no","<Null>","<Null>","<Null>","<Null>","7/27/2020","USDA","LMB","<Null>","<Null>","<Null>","<Null>","500","<Null>","0",251.630866,1844.496528,"NA,NA,NA",NA,NA,NA,"ShrubDominated","ShrubGrassMix","Bare/Annuals"
3117,"Polygon","2445","914","NM690","42X","42.2","SD-2","Limestone hills","No ecosite"," ","Drainage","<Null>"," ",537,5,3,7,"NA,NA,NA",NA,NA,NA,NA,"500","<Null>","<Null>","<Null>","<Null>","no","no","<Null>","<Null>","<Null>","<Null>","7/27/2020","USDA","LMB","<Null>","<Null>","<Null>","<Null>","500","<Null>","0",392.374291,2890.123431,"NA,NA,NA",NA,NA,NA,"ShrubDominated","ShrubGrassMix","Bare/Annuals"
3118,"Polygon","2445","914","NM690","42X","42.2","SD-2","Limestone hills","No ecosite"," ","Drainage","<Null>"," ",537,5,3,7,"NA,NA,NA",NA,NA,NA,NA,"500","<Null>","<Null>","<Null>","<Null>","no","no","<Null>","<Null>","<Null>","<Null>","7/27/2020","USDA","LMB","<Null>","<Null>","<Null>","<Null>","500","<Null>","0",718.323596,6719.355793,"NA,NA,NA",NA,NA,NA,"ShrubDominated","ShrubGrassMix","Bare/Annuals"
3119,"Polygon","2445","914","NM690","42X","42.2","SD-2","Limestone hills","No ecosite"," ","Drainage","<Null>"," ",537,5,3,7,"NA,NA,NA",NA,NA,NA,NA,"500","<Null>","<Null>","<Null>","<Null>","no","no","<Null>","<Null>","<Null>","<Null>","7/27/2020","USDA","LMB","<Null>","<Null>","<Null>","<Null>","500","<Null>","0",184.230623,1239.283468,"NA,NA,NA",NA,NA,NA,"ShrubDominated","ShrubGrassMix","Bare/Annuals"
3120,"Polygon","2445","914","NM690","42X","42.2","SD-2","Limestone hills","No ecosite"," ","Drainage","<Null>"," ",537,5,3,7,"NA,NA,NA",NA,NA,NA,NA,"500","<Null>","<Null>","<Null>","<Null>","no","no","<Null>","<Null>","<Null>","<Null>","7/27/2020","USDA","LMB","<Null>","<Null>","<Null>","<Null>","500","<Null>","0",2934.533849,27883.72569,"NA,NA,NA",NA,NA,NA,"ShrubDominated","ShrubGrassMix","Bare/Annuals"
3121,"Polygon","2445","914","NM690","42X","42.2","SD-2","Limestone hills","No ecosite"," ","Drainage","<Null>"," ",537,5,3,7,"NA,NA,NA",NA,NA,NA,NA,"500","<Null>","<Null>","<Null>","<Null>","no","no","<Null>","<Null>","<Null>","<Null>","7/27/2020","USDA","LMB","<Null>","<Null>","<Null>","<Null>","500","<Null>","0",474.936088,3668.610157,"NA,NA,NA",NA,NA,NA,"ShrubDominated","ShrubGrassMix","Bare/Annuals"
3122,"Polygon","2445","914","NM690","42X","42.2","SD-2","Limestone hills","No ecosite"," ","Drainage","<Null>"," ",537,5,3,7,"NA,NA,NA",NA,NA,NA,NA,"500","<Null>","<Null>","<Null>","<Null>","no","no","<Null>","<Null>","<Null>","<Null>","7/27/2020","USDA","LMB","<Null>","<Null>","<Null>","<Null>","500","<Null>","0",175.651304,876.671503,"NA,NA,NA",NA,NA,NA,"ShrubDominated","ShrubGrassMix","Bare/Annuals"
3123,"Polygon","2445","914","NM690","42X","42.2","SD-2","Limestone hills","No ecosite"," ","Drainage","<Null>"," ",537,5,3,7,"NA,NA,NA",NA,NA,NA,NA,"500","<Null>","<Null>","<Null>","<Null>","no","no","<Null>","<Null>","<Null>","<Null>","7/27/2020","USDA","LMB","<Null>","<Null>","<Null>","<Null>","500","<Null>","0",1705.492188,16720.29424,"NA,NA,NA",NA,NA,NA,"ShrubDominated","ShrubGrassMix","Bare/Annuals"
3124,"Polygon","2445","914","NM690","42X","42.2","SD-2","Limestone hills","No ecosite"," ","Drainage","<Null>"," ",537,5,3,7,"NA,NA,NA",NA,NA,NA,NA,"500","<Null>","<Null>","<Null>","<Null>","no","no","<Null>","<Null>","<Null>","<Null>","7/27/2020","USDA","LMB","<Null>","<Null>","<Null>","<Null>","500","<Null>","0",1720.235357,15394.10492,"NA,NA,NA",NA,NA,NA,"ShrubDominated","ShrubGrassMix","Bare/Annuals"
3125,"Polygon","2445","914","NM690","42X","42.2","SD-2","Limestone hills","No ecosite"," ","Drainage","<Null>"," ",537,5,3,7,"NA,NA,NA",NA,NA,NA,NA,"500","<Null>","<Null>","<Null>","<Null>","no","no","<Null>","<Null>","<Null>","<Null>","7/27/2020","USDA","LMB","<Null>","<Null>","<Null>","<Null>","500","<Null>","0",317.051039,1834.496428,"NA,NA,NA",NA,NA,NA,"ShrubDominated","ShrubGrassMix","Bare/Annuals"
3126,"Polygon","2445","914","NM690","42X","42.2","SD-2","Limestone hills","No ecosite"," ","Drainage","<Null>"," ",537,5,3,7,"NA,NA,NA",NA,NA,NA,NA,"500","<Null>","<Null>","<Null>","<Null>","no","no","<Null>","<Null>","<Null>","<Null>","7/27/2020","USDA","LMB","<Null>","<Null>","<Null>","<Null>","500","<Null>","0",136.95092,735.356504,"NA,NA,NA",NA,NA,NA,"ShrubDominated","ShrubGrassMix","Bare/Annuals"
3127,"Polygon","2445","914","NM690","42X","42.2","SD-2","Limestone hills","No ecosite"," ","Drainage","<Null>"," ",537,5,3,7,"NA,NA,NA",NA,NA,NA,NA,"500","<Null>","<Null>","<Null>","<Null>","no","no","<Null>","<Null>","<Null>","<Null>","7/27/2020","USDA","LMB","<Null>","<Null>","<Null>","<Null>","500","<Null>","0",10728.59829,103853.5436,"NA,NA,NA",NA,NA,NA,"ShrubDominated","ShrubGrassMix","Bare/Annuals"
3128,"Polygon","2445","914","NM690","42X","42.2","SD-2","Limestone hills","No ecosite"," ","Drainage","<Null>"," ",537,5,3,7,"NA,NA,NA",NA,NA,NA,NA,"500","<Null>","<Null>","<Null>","<Null>","no","no","<Null>","<Null>","<Null>","<Null>","7/27/2020","USDA","LMB","<Null>","<Null>","<Null>","<Null>","500","<Null>","0",250.951372,2242.101661,"NA,NA,NA",NA,NA,NA,"ShrubDominated","ShrubGrassMix","Bare/Annuals"
3129,"Polygon","2445","914","NM690","42X","42.2","SD-2","Limestone hills","No ecosite"," ","Drainage","<Null>"," ",537,5,3,7,"NA,NA,NA",NA,NA,NA,NA,"500","<Null>","<Null>","<Null>","<Null>","no","no","<Null>","<Null>","<Null>","<Null>","7/27/2020","USDA","LMB","<Null>","<Null>","<Null>","<Null>","500","<Null>","0",358.584359,1724.252162,"NA,NA,NA",NA,NA,NA,"ShrubDominated","ShrubGrassMix","Bare/Annuals"
3130,"Polygon","2445","914","NM690","42X","42.2","SD-2","Limestone hills","No ecosite"," ","Drainage","<Null>"," ",537,5,3,7,"NA,NA,NA",NA,NA,NA,NA,"500","<Null>","<Null>","<Null>","<Null>","no","no","<Null>","<Null>","<Null>","<Null>","7/27/2020","USDA","LMB","<Null>","<Null>","<Null>","<Null>","500","<Null>","0",358.010655,3089.764274,"NA,NA,NA",NA,NA,NA,"ShrubDominated","ShrubGrassMix","Bare/Annuals"
3131,"Polygon","2445","914","NM690","42X","42.2","SD-2","Limestone hills","No ecosite"," ","Drainage","<Null>"," ",537,5,3,7,"NA,NA,NA",NA,NA,NA,NA,"500","<Null>","<Null>","<Null>","<Null>","no","no","<Null>","<Null>","<Null>","<Null>","7/27/2020","USDA","LMB","<Null>","<Null>","<Null>","<Null>","500","<Null>","0",185.8484,1374.433192,"NA,NA,NA",NA,NA,NA,"ShrubDominated","ShrubGrassMix","Bare/Annuals"
3132,"Polygon","2445","914","NM690","42X","42.2","SD-2","Limestone hills","No ecosite"," ","Drainage","<Null>"," ",537,5,3,7,"NA,NA,NA",NA,NA,NA,NA,"500","<Null>","<Null>","<Null>","<Null>","no","no","<Null>","<Null>","<Null>","<Null>","7/27/2020","USDA","LMB","<Null>","<Null>","<Null>","<Null>","500","<Null>","0",6463.984299,71933.55394,"NA,NA,NA",NA,NA,NA,"ShrubDominated","ShrubGrassMix","Bare/Annuals"
3133,"Polygon","2445","914","NM690","42X","42.2","SD-2","Limestone hills","No ecosite"," ","Drainage","<Null>"," ",537,5,3,7,"NA,NA,NA",NA,NA,NA,NA,"500","<Null>","<Null>","<Null>","<Null>","no","no","<Null>","<Null>","<Null>","<Null>","7/27/2020","USDA","LMB","<Null>","<Null>","<Null>","<Null>","500","<Null>","0",4181.676775,46933.87821,"NA,NA,NA",NA,NA,NA,"ShrubDominated","ShrubGrassMix","Bare/Annuals"
3134,"Polygon","2445","914","NM690","42X","42.2","SD-2","Limestone hills","No ecosite"," ","Drainage","<Null>"," ",537,5,3,7,"NA,NA,NA",NA,NA,NA,NA,"500","<Null>","<Null>","<Null>","<Null>","no","no","<Null>","<Null>","<Null>","<Null>","7/27/2020","USDA","LMB","<Null>","<Null>","<Null>","<Null>","500","<Null>","0",386.934786,2840.820611,"NA,NA,NA",NA,NA,NA,"ShrubDominated","ShrubGrassMix","Bare/Annuals"
3135,"Polygon","2445","914","NM690","42X","42.2","SD-2","Limestone hills","No ecosite"," ","Drainage","<Null>"," ",537,5,3,7,"NA,NA,NA",NA,NA,NA,NA,"500","<Null>","<Null>","<Null>","<Null>","no","no","<Null>","<Null>","<Null>","<Null>","7/27/2020","USDA","LMB","<Null>","<Null>","<Null>","<Null>","500","<Null>","0",3274.716473,34399.85468,"NA,NA,NA",NA,NA,NA,"ShrubDominated","ShrubGrassMix","Bare/Annuals"
3136,"Polygon","2445","914","NM690","42X","42.2","SD-2","Limestone hills","No ecosite"," ","Drainage","<Null>"," ",537,5,3,7,"NA,NA,NA",NA,NA,NA,NA,"500","<Null>","<Null>","<Null>","<Null>","no","no","<Null>","<Null>","<Null>","<Null>","7/27/2020","USDA","LMB","<Null>","<Null>","<Null>","<Null>","500","<Null>","0",14266.69119,117955.8266,"NA,NA,NA",NA,NA,NA,"ShrubDominated","ShrubGrassMix","Bare/Annuals"
3137,"Polygon","2445","914","NM690","42X","42.2","SD-2","Limestone hills","No ecosite"," ","Drainage","<Null>"," ",537,5,3,7,"NA,NA,NA",NA,NA,NA,NA,"500","<Null>","<Null>","<Null>","<Null>","no","no","<Null>","<Null>","<Null>","<Null>","7/27/2020","USDA","LMB","<Null>","<Null>","<Null>","<Null>","500","<Null>","0",419.992823,3121.083169,"NA,NA,NA",NA,NA,NA,"ShrubDominated","ShrubGrassMix","Bare/Annuals"
3138,"Polygon","2445","914","NM690","42X","42.2","SD-2","Limestone hills","No ecosite"," ","Drainage","<Null>"," ",537,5,3,7,"NA,NA,NA",NA,NA,NA,NA,"500","<Null>","<Null>","<Null>","<Null>","no","no","<Null>","<Null>","<Null>","<Null>","7/27/2020","USDA","LMB","<Null>","<Null>","<Null>","<Null>","500","<Null>","0",4118.169907,41349.01627,"NA,NA,NA",NA,NA,NA,"ShrubDominated","ShrubGrassMix","Bare/Annuals"
3139,"Polygon","2445","914","NM690","42X","42.2","SD-2","Limestone hills","No ecosite"," ","Drainage","<Null>"," ",537,5,3,7,"NA,NA,NA",NA,NA,NA,NA,"500","<Null>","<Null>","<Null>","<Null>","no","no","<Null>","<Null>","<Null>","<Null>","7/27/2020","USDA","LMB","<Null>","<Null>","<Null>","<Null>","500","<Null>","0",4246.313304,39359.63779,"NA,NA,NA",NA,NA,NA,"ShrubDominated","ShrubGrassMix","Bare/Annuals"
