OBJECTID *,Shape *,TARGET_FID,soil_mu,SSURGO_dat,MLRA,LRU,Subres_are,ecosite1,ecosite2,ecosite3,esite,esite_alt,esite_alt2,state_code,dom1,dom2,dom3,dom4,hist_state,grass_dur,ration,ration_dat,remarks,veri_esite,veri_state,esite_veri,state_veri,esite_corr,state_corr,date_chang,agency,person,corr_type,corr_reaso,chng_reaso,old_esite,old_state,old_remark,LU,Shape_Length,Shape_Area
3043,Polygon,2445,914,NM690,42X,42.2,SD-2,Limestone hills,No ecosite, ,Drainage,<Null>, ,537,<Null>,<Null>,<Null>,<Null>,500,<Null>,<Null>,<Null>,<Null>,no,no,<Null>,<Null>,<Null>,<Null>,7/27/2020,USDA,LMB,<Null>,<Null>,<Null>,<Null>,500,<Null>,0,2776.380315,46661.92899
3044,Polygon,2445,914,NM690,42X,42.2,SD-2,Limestone hills,No ecosite, ,Drainage,<Null>, ,537,<Null>,<Null>,<Null>,<Null>,500,<Null>,<Null>,<Null>,<Null>,no,no,<Null>,<Null>,<Null>,<Null>,7/27/2020,USDA,LMB,<Null>,<Null>,<Null>,<Null>,500,<Null>,0,299.610315,1781.977152
3045,Polygon,2445,914,NM690,42X,42.2,SD-2,Limestone hills,No ecosite, ,Drainage,<Null>, ,537,<Null>,<Null>,<Null>,<Null>,500,<Null>,<Null>,<Null>,<Null>,no,no,<Null>,<Null>,<Null>,<Null>,7/27/2020,USDA,LMB,<Null>,<Null>,<Null>,<Null>,500,<Null>,0,174.376973,1352.504262
3046,Polygon,2445,914,NM690,42X,42.2,SD-2,Limestone hills,No ecosite, ,Drainage,<Null>, ,537,<Null>,<Null>,<Null>,<Null>,500,<Null>,<Null>,<Null>,<Null>,no,no,<Null>,<Null>,<Null>,<Null>,7/27/2020,USDA,LMB,<Null>,<Null>,<Null>,<Null>,500,<Null>,0,574.697355,5193.574115
3047,Polygon,2445,914,NM690,42X,42.2,SD-2,Limestone hills,No ecosite, ,Drainage,<Null>, ,537,<Null>,<Null>,<Null>,<Null>,500,<Null>,<Null>,<Null>,<Null>,no,no,<Null>,<Null>,<Null>,<Null>,7/27/2020,USDA,LMB,<Null>,<Null>,<Null>,<Null>,500,<Null>,0,18758.34074,259925.0897
3048,Polygon,2445,914,NM690,42X,42.2,SD-2,Limestone hills,No ecosite, ,Gravelly,Loamy,Limestone hills,536,<Null>,<Null>,<Null>,<Null>,500,<Null>,<Null>,<Null>,<Null>,no,no,<Null>,<Null>,<Null>,<Null>,7/27/2020,USDA,LMB,<Null>,<Null>,<Null>,<Null>,500,<Null>,0,676.251336,6690.168148
3049,Polygon,2445,914,NM690,42X,42.2,SD-2,Limestone hills,No ecosite, ,Drainage,<Null>, ,537,<Null>,<Null>,<Null>,<Null>,500,<Null>,<Null>,<Null>,<Null>,no,no,<Null>,<Null>,<Null>,<Null>,7/27/2020,USDA,LMB,<Null>,<Null>,<Null>,<Null>,500,<Null>,0,4602.1169,76305.56112
3050,Polygon,2445,914,NM690,42X,42.2,SD-2,Limestone hills,No ecosite, ,Drainage,<Null>, ,537,<Null>,<Null>,<Null>,<Null>,500,<Null>,<Null>,<Null>,<Null>,no,no,<Null>,<Null>,<Null>,<Null>,7/27/2020,USDA,LMB,<Null>,<Null>,<Null>,<Null>,500,<Null>,0,7354.820994,111718.3218
3051,Polygon,2445,914,NM690,42X,42.2,SD-2,Limestone hills,No ecosite, ,Drainage,<Null>, ,537,<Null>,<Null>,<Null>,<Null>,500,<Null>,<Null>,<Null>,<Null>,no,no,<Null>,<Null>,<Null>,<Null>,7/27/2020,USDA,LMB,<Null>,<Null>,<Null>,<Null>,500,<Null>,0,1865.695931,18141.25936
3052,Polygon,2445,914,NM690,42X,42.2,SD-2,Limestone hills,No ecosite, ,Drainage,<Null>, ,537,<Null>,<Null>,<Null>,<Null>,500,<Null>,<Null>,<Null>,<Null>,no,no,<Null>,<Null>,<Null>,<Null>,7/27/2020,USDA,LMB,<Null>,<Null>,<Null>,<Null>,500,<Null>,0,1823.472088,20012.13392
3053,Polygon,2445,914,NM690,42X,42.2,SD-2,Limestone hills,No ecosite, ,Drainage,<Null>, ,537,<Null>,<Null>,<Null>,<Null>,500,<Null>,<Null>,<Null>,<Null>,no,no,<Null>,<Null>,<Null>,<Null>,7/27/2020,USDA,LMB,<Null>,<Null>,<Null>,<Null>,500,<Null>,0,3333.846156,31403.68773
3054,Polygon,2445,914,NM690,42X,42.2,SD-2,Limestone hills,No ecosite, ,Drainage,<Null>, ,537,<Null>,<Null>,<Null>,<Null>,500,<Null>,<Null>,<Null>,<Null>,no,no,<Null>,<Null>,<Null>,<Null>,7/27/2020,USDA,LMB,<Null>,<Null>,<Null>,<Null>,500,<Null>,0,405.36633,4442.340652
3055,Polygon,2445,914,NM690,42X,42.2,SD-2,Limestone hills,No ecosite, ,Drainage,<Null>, ,537,<Null>,<Null>,<Null>,<Null>,500,<Null>,<Null>,<Null>,<Null>,no,no,<Null>,<Null>,<Null>,<Null>,7/27/2020,USDA,LMB,<Null>,<Null>,<Null>,<Null>,500,<Null>,0,570.039529,3296.739745
3056,Polygon,2445,914,NM690,42X,42.2,SD-2,Limestone hills,No ecosite, ,Drainage,<Null>, ,537,<Null>,<Null>,<Null>,<Null>,500,<Null>,<Null>,<Null>,<Null>,no,no,<Null>,<Null>,<Null>,<Null>,7/27/2020,USDA,LMB,<Null>,<Null>,<Null>,<Null>,500,<Null>,0,729.726656,5767.110413
3057,Polygon,2445,914,NM690,42X,42.2,SD-2,Limestone hills,No ecosite, ,Drainage,<Null>, ,537,<Null>,<Null>,<Null>,<Null>,500,<Null>,<Null>,<Null>,<Null>,no,no,<Null>,<Null>,<Null>,<Null>,7/27/2020,USDA,LMB,<Null>,<Null>,<Null>,<Null>,500,<Null>,0,693.388729,6903.691106
3058,Polygon,2445,914,NM690,42X,42.2,SD-2,Limestone hills,No ecosite, ,Drainage,<Null>, ,537,<Null>,<Null>,<Null>,<Null>,500,<Null>,<Null>,<Null>,<Null>,no,no,<Null>,<Null>,<Null>,<Null>,7/27/2020,USDA,LMB,<Null>,<Null>,<Null>,<Null>,500,<Null>,0,429.176809,3951.550476
3059,Polygon,2445,914,NM690,42X,42.2,SD-2,Limestone hills,No ecosite, ,Drainage,<Null>, ,537,<Null>,<Null>,<Null>,<Null>,500,<Null>,<Null>,<Null>,<Null>,no,no,<Null>,<Null>,<Null>,<Null>,7/27/2020,USDA,LMB,<Null>,<Null>,<Null>,<Null>,500,<Null>,0,1438.479904,16664.8176
3060,Polygon,2445,914,NM690,42X,42.2,SD-2,Limestone hills,No ecosite, ,Drainage,<Null>, ,537,<Null>,<Null>,<Null>,<Null>,500,<Null>,<Null>,<Null>,<Null>,no,no,<Null>,<Null>,<Null>,<Null>,7/27/2020,USDA,LMB,<Null>,<Null>,<Null>,<Null>,500,<Null>,0,1325.962306,15029.61412
3061,Polygon,2445,914,NM690,42X,42.2,SD-2,Limestone hills,No ecosite, ,Drainage,<Null>, ,537,<Null>,<Null>,<Null>,<Null>,500,<Null>,<Null>,<Null>,<Null>,no,no,<Null>,<Null>,<Null>,<Null>,7/27/2020,USDA,LMB,<Null>,<Null>,<Null>,<Null>,500,<Null>,0,1345.824936,14334.07671
3062,Polygon,2445,914,NM690,42X,42.2,SD-2,Limestone hills,No ecosite, ,Drainage,<Null>, ,537,<Null>,<Null>,<Null>,<Null>,500,<Null>,<Null>,<Null>,<Null>,no,no,<Null>,<Null>,<Null>,<Null>,7/27/2020,USDA,LMB,<Null>,<Null>,<Null>,<Null>,500,<Null>,0,1016.529743,8195.020926
3063,Polygon,2445,914,NM690,42X,42.2,SD-2,Limestone hills,No ecosite, ,Drainage,<Null>, ,537,<Null>,<Null>,<Null>,<Null>,500,<Null>,<Null>,<Null>,<Null>,no,no,<Null>,<Null>,<Null>,<Null>,7/27/2020,USDA,LMB,<Null>,<Null>,<Null>,<Null>,500,<Null>,0,1390.305958,15326.32712
3064,Polygon,2445,914,NM690,42X,42.2,SD-2,Limestone hills,No ecosite, ,Drainage,<Null>, ,537,<Null>,<Null>,<Null>,<Null>,500,<Null>,<Null>,<Null>,<Null>,no,no,<Null>,<Null>,<Null>,<Null>,7/27/2020,USDA,LMB,<Null>,<Null>,<Null>,<Null>,500,<Null>,0,3031.380094,28104.1704
3065,Polygon,2445,914,NM690,42X,42.2,SD-2,Limestone hills,No ecosite, ,Drainage,<Null>, ,537,<Null>,<Null>,<Null>,<Null>,500,<Null>,<Null>,<Null>,<Null>,no,no,<Null>,<Null>,<Null>,<Null>,7/27/2020,USDA,LMB,<Null>,<Null>,<Null>,<Null>,500,<Null>,0,816.257216,6312.302837
3066,Polygon,2445,914,NM690,42X,42.2,SD-2,Limestone hills,No ecosite, ,Drainage,<Null>, ,537,<Null>,<Null>,<Null>,<Null>,500,<Null>,<Null>,<Null>,<Null>,no,no,<Null>,<Null>,<Null>,<Null>,7/27/2020,USDA,LMB,<Null>,<Null>,<Null>,<Null>,500,<Null>,0,1644.245356,14743.24355
3067,Polygon,2445,914,NM690,42X,42.2,SD-2,Limestone hills,No ecosite, ,Drainage,<Null>, ,537,<Null>,<Null>,<Null>,<Null>,500,<Null>,<Null>,<Null>,<Null>,no,no,<Null>,<Null>,<Null>,<Null>,7/27/2020,USDA,LMB,<Null>,<Null>,<Null>,<Null>,500,<Null>,0,502.467679,5261.968847
3068,Polygon,2445,914,NM690,42X,42.2,SD-2,Limestone hills,No ecosite, ,Drainage,<Null>, ,537,<Null>,<Null>,<Null>,<Null>,500,<Null>,<Null>,<Null>,<Null>,no,no,<Null>,<Null>,<Null>,<Null>,7/27/2020,USDA,LMB,<Null>,<Null>,<Null>,<Null>,500,<Null>,0,1849.996624,20938.39788
3069,Polygon,2445,914,NM690,42X,42.2,SD-2,Limestone hills,No ecosite, ,Drainage,<Null>, ,537,<Null>,<Null>,<Null>,<Null>,500,<Null>,<Null>,<Null>,<Null>,no,no,<Null>,<Null>,<Null>,<Null>,7/27/2020,USDA,LMB,<Null>,<Null>,<Null>,<Null>,500,<Null>,0,389.710096,2979.995742
3070,Polygon,2445,914,NM690,42X,42.2,SD-2,Limestone hills,No ecosite, ,Drainage,<Null>, ,537,<Null>,<Null>,<Null>,<Null>,500,<Null>,<Null>,<Null>,<Null>,no,no,<Null>,<Null>,<Null>,<Null>,7/27/2020,USDA,LMB,<Null>,<Null>,<Null>,<Null>,500,<Null>,0,451.074988,3987.032079
3071,Polygon,2445,914,NM690,42X,42.2,SD-2,Limestone hills,No ecosite, ,Drainage,<Null>, ,537,<Null>,<Null>,<Null>,<Null>,500,<Null>,<Null>,<Null>,<Null>,no,no,<Null>,<Null>,<Null>,<Null>,7/27/2020,USDA,LMB,<Null>,<Null>,<Null>,<Null>,500,<Null>,0,1009.214711,8950.063344
3072,Polygon,2445,914,NM690,42X,42.2,SD-2,Limestone hills,No ecosite, ,Drainage,<Null>, ,537,<Null>,<Null>,<Null>,<Null>,500,<Null>,<Null>,<Null>,<Null>,no,no,<Null>,<Null>,<Null>,<Null>,7/27/2020,USDA,LMB,<Null>,<Null>,<Null>,<Null>,500,<Null>,0,420.039538,3992.703902
3073,Polygon,2445,914,NM690,42X,42.2,SD-2,Limestone hills,No ecosite, ,Drainage,<Null>, ,537,<Null>,<Null>,<Null>,<Null>,500,<Null>,<Null>,<Null>,<Null>,no,no,<Null>,<Null>,<Null>,<Null>,7/27/2020,USDA,LMB,<Null>,<Null>,<Null>,<Null>,500,<Null>,0,2655.297304,27092.24669
3074,Polygon,2445,914,NM690,42X,42.2,SD-2,Limestone hills,No ecosite, ,Drainage,<Null>, ,537,<Null>,<Null>,<Null>,<Null>,500,<Null>,<Null>,<Null>,<Null>,no,no,<Null>,<Null>,<Null>,<Null>,7/27/2020,USDA,LMB,<Null>,<Null>,<Null>,<Null>,500,<Null>,0,1551.857341,16035.03076
3075,Polygon,2445,914,NM690,42X,42.2,SD-2,Limestone hills,No ecosite, ,Drainage,<Null>, ,537,<Null>,<Null>,<Null>,<Null>,500,<Null>,<Null>,<Null>,<Null>,no,no,<Null>,<Null>,<Null>,<Null>,7/27/2020,USDA,LMB,<Null>,<Null>,<Null>,<Null>,500,<Null>,0,2001.797138,18659.73812
3076,Polygon,2445,914,NM690,42X,42.2,SD-2,Limestone hills,No ecosite, ,Drainage,<Null>, ,537,<Null>,<Null>,<Null>,<Null>,500,<Null>,<Null>,<Null>,<Null>,no,no,<Null>,<Null>,<Null>,<Null>,7/27/2020,USDA,LMB,<Null>,<Null>,<Null>,<Null>,500,<Null>,0,1210.186745,16686.66103
3077,Polygon,2445,914,NM690,42X,42.2,SD-2,Limestone hills,No ecosite, ,Drainage,<Null>, ,537,<Null>,<Null>,<Null>,<Null>,500,<Null>,<Null>,<Null>,<Null>,no,no,<Null>,<Null>,<Null>,<Null>,7/27/2020,USDA,LMB,<Null>,<Null>,<Null>,<Null>,500,<Null>,0,3726.608577,38001.16816
3078,Polygon,2445,914,NM690,42X,42.2,SD-2,Limestone hills,No ecosite, ,Drainage,<Null>, ,537,<Null>,<Null>,<Null>,<Null>,500,<Null>,<Null>,<Null>,<Null>,no,no,<Null>,<Null>,<Null>,<Null>,7/27/2020,USDA,LMB,<Null>,<Null>,<Null>,<Null>,500,<Null>,0,1713.432288,15412.8413
3079,Polygon,2445,914,NM690,42X,42.2,SD-2,Limestone hills,No ecosite, ,Drainage,<Null>, ,537,<Null>,<Null>,<Null>,<Null>,500,<Null>,<Null>,<Null>,<Null>,no,no,<Null>,<Null>,<Null>,<Null>,7/27/2020,USDA,LMB,<Null>,<Null>,<Null>,<Null>,500,<Null>,0,11741.59116,120069.268
3080,Polygon,2445,914,NM690,42X,42.2,SD-2,Limestone hills,No ecosite, ,Drainage,<Null>, ,537,<Null>,<Null>,<Null>,<Null>,500,<Null>,<Null>,<Null>,<Null>,no,no,<Null>,<Null>,<Null>,<Null>,7/27/2020,USDA,LMB,<Null>,<Null>,<Null>,<Null>,500,<Null>,0,5678.114414,64328.84087
3081,Polygon,2445,914,NM690,42X,42.2,SD-2,Limestone hills,No ecosite, ,Drainage,<Null>, ,537,<Null>,<Null>,<Null>,<Null>,500,<Null>,<Null>,<Null>,<Null>,no,no,<Null>,<Null>,<Null>,<Null>,7/27/2020,USDA,LMB,<Null>,<Null>,<Null>,<Null>,500,<Null>,0,164.651245,983.994736
3082,Polygon,2445,914,NM690,42X,42.2,SD-2,Limestone hills,No ecosite, ,Drainage,<Null>, ,537,<Null>,<Null>,<Null>,<Null>,500,<Null>,<Null>,<Null>,<Null>,no,no,<Null>,<Null>,<Null>,<Null>,7/27/2020,USDA,LMB,<Null>,<Null>,<Null>,<Null>,500,<Null>,0,95.337575,361.369805
3083,Polygon,2445,914,NM690,42X,42.2,SD-2,Limestone hills,No ecosite, ,Drainage,<Null>, ,537,<Null>,<Null>,<Null>,<Null>,500,<Null>,<Null>,<Null>,<Null>,no,no,<Null>,<Null>,<Null>,<Null>,7/27/2020,USDA,LMB,<Null>,<Null>,<Null>,<Null>,500,<Null>,0,126.175156,748.543294
3084,Polygon,2445,914,NM690,42X,42.2,SD-2,Limestone hills,No ecosite, ,Drainage,<Null>, ,537,<Null>,<Null>,<Null>,<Null>,500,<Null>,<Null>,<Null>,<Null>,no,no,<Null>,<Null>,<Null>,<Null>,7/27/2020,USDA,LMB,<Null>,<Null>,<Null>,<Null>,500,<Null>,0,711.620646,5966.91375
3085,Polygon,2445,914,NM690,42X,42.2,SD-2,Limestone hills,No ecosite, ,Drainage,<Null>, ,537,<Null>,<Null>,<Null>,<Null>,500,<Null>,<Null>,<Null>,<Null>,no,no,<Null>,<Null>,<Null>,<Null>,7/27/2020,USDA,LMB,<Null>,<Null>,<Null>,<Null>,500,<Null>,0,121.148501,716.462966
3086,Polygon,2445,914,NM690,42X,42.2,SD-2,Limestone hills,No ecosite, ,Drainage,<Null>, ,537,<Null>,<Null>,<Null>,<Null>,500,<Null>,<Null>,<Null>,<Null>,no,no,<Null>,<Null>,<Null>,<Null>,7/27/2020,USDA,LMB,<Null>,<Null>,<Null>,<Null>,500,<Null>,0,627.49052,4008.448791
3087,Polygon,2445,914,NM690,42X,42.2,SD-2,Limestone hills,No ecosite, ,Drainage,<Null>, ,537,<Null>,<Null>,<Null>,<Null>,500,<Null>,<Null>,<Null>,<Null>,no,no,<Null>,<Null>,<Null>,<Null>,7/27/2020,USDA,LMB,<Null>,<Null>,<Null>,<Null>,500,<Null>,0,105.989486,508.949873
3088,Polygon,2445,914,NM690,42X,42.2,SD-2,Limestone hills,No ecosite, ,Drainage,<Null>, ,537,<Null>,<Null>,<Null>,<Null>,500,<Null>,<Null>,<Null>,<Null>,no,no,<Null>,<Null>,<Null>,<Null>,7/27/2020,USDA,LMB,<Null>,<Null>,<Null>,<Null>,500,<Null>,0,274.510574,983.267274
3103,Polygon,2445,914,NM690,42X,42.2,SD-2,Limestone hills,No ecosite, ,Drainage,<Null>, ,537,<Null>,<Null>,<Null>,<Null>,500,<Null>,<Null>,<Null>,<Null>,no,no,<Null>,<Null>,<Null>,<Null>,7/27/2020,USDA,LMB,<Null>,<Null>,<Null>,<Null>,500,<Null>,0,589.3861,5305.324051
3104,Polygon,2445,914,NM690,42X,42.2,SD-2,Limestone hills,No ecosite, ,Drainage,<Null>, ,537,<Null>,<Null>,<Null>,<Null>,500,<Null>,<Null>,<Null>,<Null>,no,no,<Null>,<Null>,<Null>,<Null>,7/27/2020,USDA,LMB,<Null>,<Null>,<Null>,<Null>,500,<Null>,0,291.137304,3173.776449
3105,Polygon,2445,914,NM690,42X,42.2,SD-2,Limestone hills,No ecosite, ,Drainage,<Null>, ,537,<Null>,<Null>,<Null>,<Null>,500,<Null>,<Null>,<Null>,<Null>,no,no,<Null>,<Null>,<Null>,<Null>,7/27/2020,USDA,LMB,<Null>,<Null>,<Null>,<Null>,500,<Null>,0,125.306118,704.158773
3106,Polygon,2445,914,NM690,42X,42.2,SD-2,Limestone hills,No ecosite, ,Drainage,<Null>, ,537,<Null>,<Null>,<Null>,<Null>,500,<Null>,<Null>,<Null>,<Null>,no,no,<Null>,<Null>,<Null>,<Null>,7/27/2020,USDA,LMB,<Null>,<Null>,<Null>,<Null>,500,<Null>,0,239.317207,1960.799309
3107,Polygon,2445,914,NM690,42X,42.2,SD-2,Limestone hills,No ecosite, ,Drainage,<Null>, ,537,<Null>,<Null>,<Null>,<Null>,500,<Null>,<Null>,<Null>,<Null>,no,no,<Null>,<Null>,<Null>,<Null>,7/27/2020,USDA,LMB,<Null>,<Null>,<Null>,<Null>,500,<Null>,0,26460.04394,295124.7702
3108,Polygon,2445,914,NM690,42X,42.2,SD-2,Limestone hills,No ecosite, ,Drainage,<Null>, ,537,<Null>,<Null>,<Null>,<Null>,500,<Null>,<Null>,<Null>,<Null>,no,no,<Null>,<Null>,<Null>,<Null>,7/27/2020,USDA,LMB,<Null>,<Null>,<Null>,<Null>,500,<Null>,0,2246.425732,22038.98963
3109,Polygon,2445,914,NM690,42X,42.2,SD-2,Limestone hills,No ecosite, ,Drainage,<Null>, ,537,<Null>,<Null>,<Null>,<Null>,500,<Null>,<Null>,<Null>,<Null>,no,no,<Null>,<Null>,<Null>,<Null>,7/27/2020,USDA,LMB,<Null>,<Null>,<Null>,<Null>,500,<Null>,0,954.302264,9632.571546
3110,Polygon,2445,914,NM690,42X,42.2,SD-2,Limestone hills,No ecosite, ,Drainage,<Null>, ,537,<Null>,<Null>,<Null>,<Null>,500,<Null>,<Null>,<Null>,<Null>,no,no,<Null>,<Null>,<Null>,<Null>,7/27/2020,USDA,LMB,<Null>,<Null>,<Null>,<Null>,500,<Null>,0,2505.071116,24925.08465
3111,Polygon,2445,914,NM690,42X,42.2,SD-2,Limestone hills,No ecosite, ,Drainage,<Null>, ,537,<Null>,<Null>,<Null>,<Null>,500,<Null>,<Null>,<Null>,<Null>,no,no,<Null>,<Null>,<Null>,<Null>,7/27/2020,USDA,LMB,<Null>,<Null>,<Null>,<Null>,500,<Null>,0,18119.42037,206369.3917
3112,Polygon,2445,914,NM690,42X,42.2,SD-2,Limestone hills,No ecosite, ,Drainage,<Null>, ,537,<Null>,<Null>,<Null>,<Null>,500,<Null>,<Null>,<Null>,<Null>,no,no,<Null>,<Null>,<Null>,<Null>,7/27/2020,USDA,LMB,<Null>,<Null>,<Null>,<Null>,500,<Null>,0,15045.78313,166695.7179
3113,Polygon,2445,914,NM690,42X,42.2,SD-2,Limestone hills,No ecosite, ,Drainage,<Null>, ,537,<Null>,<Null>,<Null>,<Null>,500,<Null>,<Null>,<Null>,<Null>,no,no,<Null>,<Null>,<Null>,<Null>,7/27/2020,USDA,LMB,<Null>,<Null>,<Null>,<Null>,500,<Null>,0,981.515013,6973.923488
3114,Polygon,2445,914,NM690,42X,42.2,SD-2,Limestone hills,No ecosite, ,Drainage,<Null>, ,537,<Null>,<Null>,<Null>,<Null>,500,<Null>,<Null>,<Null>,<Null>,no,no,<Null>,<Null>,<Null>,<Null>,7/27/2020,USDA,LMB,<Null>,<Null>,<Null>,<Null>,500,<Null>,0,10594.78445,117043.1974
3115,Polygon,2445,914,NM690,42X,42.2,SD-2,Limestone hills,No ecosite, ,Drainage,<Null>, ,537,<Null>,<Null>,<Null>,<Null>,500,<Null>,<Null>,<Null>,<Null>,no,no,<Null>,<Null>,<Null>,<Null>,7/27/2020,USDA,LMB,<Null>,<Null>,<Null>,<Null>,500,<Null>,0,22528.98081,214733.3793
3116,Polygon,2445,914,NM690,42X,42.2,SD-2,Limestone hills,No ecosite, ,Drainage,<Null>, ,537,<Null>,<Null>,<Null>,<Null>,500,<Null>,<Null>,<Null>,<Null>,no,no,<Null>,<Null>,<Null>,<Null>,7/27/2020,USDA,LMB,<Null>,<Null>,<Null>,<Null>,500,<Null>,0,251.630866,1844.496528
3117,Polygon,2445,914,NM690,42X,42.2,SD-2,Limestone hills,No ecosite, ,Drainage,<Null>, ,537,<Null>,<Null>,<Null>,<Null>,500,<Null>,<Null>,<Null>,<Null>,no,no,<Null>,<Null>,<Null>,<Null>,7/27/2020,USDA,LMB,<Null>,<Null>,<Null>,<Null>,500,<Null>,0,392.374291,2890.123431
3118,Polygon,2445,914,NM690,42X,42.2,SD-2,Limestone hills,No ecosite, ,Drainage,<Null>, ,537,<Null>,<Null>,<Null>,<Null>,500,<Null>,<Null>,<Null>,<Null>,no,no,<Null>,<Null>,<Null>,<Null>,7/27/2020,USDA,LMB,<Null>,<Null>,<Null>,<Null>,500,<Null>,0,718.323596,6719.355793
3119,Polygon,2445,914,NM690,42X,42.2,SD-2,Limestone hills,No ecosite, ,Drainage,<Null>, ,537,<Null>,<Null>,<Null>,<Null>,500,<Null>,<Null>,<Null>,<Null>,no,no,<Null>,<Null>,<Null>,<Null>,7/27/2020,USDA,LMB,<Null>,<Null>,<Null>,<Null>,500,<Null>,0,184.230623,1239.283468
3120,Polygon,2445,914,NM690,42X,42.2,SD-2,Limestone hills,No ecosite, ,Drainage,<Null>, ,537,<Null>,<Null>,<Null>,<Null>,500,<Null>,<Null>,<Null>,<Null>,no,no,<Null>,<Null>,<Null>,<Null>,7/27/2020,USDA,LMB,<Null>,<Null>,<Null>,<Null>,500,<Null>,0,2934.533849,27883.72569
3121,Polygon,2445,914,NM690,42X,42.2,SD-2,Limestone hills,No ecosite, ,Drainage,<Null>, ,537,<Null>,<Null>,<Null>,<Null>,500,<Null>,<Null>,<Null>,<Null>,no,no,<Null>,<Null>,<Null>,<Null>,7/27/2020,USDA,LMB,<Null>,<Null>,<Null>,<Null>,500,<Null>,0,474.936088,3668.610157
3122,Polygon,2445,914,NM690,42X,42.2,SD-2,Limestone hills,No ecosite, ,Drainage,<Null>, ,537,<Null>,<Null>,<Null>,<Null>,500,<Null>,<Null>,<Null>,<Null>,no,no,<Null>,<Null>,<Null>,<Null>,7/27/2020,USDA,LMB,<Null>,<Null>,<Null>,<Null>,500,<Null>,0,175.651304,876.671503
3123,Polygon,2445,914,NM690,42X,42.2,SD-2,Limestone hills,No ecosite, ,Drainage,<Null>, ,537,<Null>,<Null>,<Null>,<Null>,500,<Null>,<Null>,<Null>,<Null>,no,no,<Null>,<Null>,<Null>,<Null>,7/27/2020,USDA,LMB,<Null>,<Null>,<Null>,<Null>,500,<Null>,0,1705.492188,16720.29424
3124,Polygon,2445,914,NM690,42X,42.2,SD-2,Limestone hills,No ecosite, ,Drainage,<Null>, ,537,<Null>,<Null>,<Null>,<Null>,500,<Null>,<Null>,<Null>,<Null>,no,no,<Null>,<Null>,<Null>,<Null>,7/27/2020,USDA,LMB,<Null>,<Null>,<Null>,<Null>,500,<Null>,0,1720.235357,15394.10492
3125,Polygon,2445,914,NM690,42X,42.2,SD-2,Limestone hills,No ecosite, ,Drainage,<Null>, ,537,<Null>,<Null>,<Null>,<Null>,500,<Null>,<Null>,<Null>,<Null>,no,no,<Null>,<Null>,<Null>,<Null>,7/27/2020,USDA,LMB,<Null>,<Null>,<Null>,<Null>,500,<Null>,0,317.051039,1834.496428
3126,Polygon,2445,914,NM690,42X,42.2,SD-2,Limestone hills,No ecosite, ,Drainage,<Null>, ,537,<Null>,<Null>,<Null>,<Null>,500,<Null>,<Null>,<Null>,<Null>,no,no,<Null>,<Null>,<Null>,<Null>,7/27/2020,USDA,LMB,<Null>,<Null>,<Null>,<Null>,500,<Null>,0,136.95092,735.356504
3127,Polygon,2445,914,NM690,42X,42.2,SD-2,Limestone hills,No ecosite, ,Drainage,<Null>, ,537,<Null>,<Null>,<Null>,<Null>,500,<Null>,<Null>,<Null>,<Null>,no,no,<Null>,<Null>,<Null>,<Null>,7/27/2020,USDA,LMB,<Null>,<Null>,<Null>,<Null>,500,<Null>,0,10728.59829,103853.5436
3128,Polygon,2445,914,NM690,42X,42.2,SD-2,Limestone hills,No ecosite, ,Drainage,<Null>, ,537,<Null>,<Null>,<Null>,<Null>,500,<Null>,<Null>,<Null>,<Null>,no,no,<Null>,<Null>,<Null>,<Null>,7/27/2020,USDA,LMB,<Null>,<Null>,<Null>,<Null>,500,<Null>,0,250.951372,2242.101661
3129,Polygon,2445,914,NM690,42X,42.2,SD-2,Limestone hills,No ecosite, ,Drainage,<Null>, ,537,<Null>,<Null>,<Null>,<Null>,500,<Null>,<Null>,<Null>,<Null>,no,no,<Null>,<Null>,<Null>,<Null>,7/27/2020,USDA,LMB,<Null>,<Null>,<Null>,<Null>,500,<Null>,0,358.584359,1724.252162
3130,Polygon,2445,914,NM690,42X,42.2,SD-2,Limestone hills,No ecosite, ,Drainage,<Null>, ,537,<Null>,<Null>,<Null>,<Null>,500,<Null>,<Null>,<Null>,<Null>,no,no,<Null>,<Null>,<Null>,<Null>,7/27/2020,USDA,LMB,<Null>,<Null>,<Null>,<Null>,500,<Null>,0,358.010655,3089.764274
3131,Polygon,2445,914,NM690,42X,42.2,SD-2,Limestone hills,No ecosite, ,Drainage,<Null>, ,537,<Null>,<Null>,<Null>,<Null>,500,<Null>,<Null>,<Null>,<Null>,no,no,<Null>,<Null>,<Null>,<Null>,7/27/2020,USDA,LMB,<Null>,<Null>,<Null>,<Null>,500,<Null>,0,185.8484,1374.433192
3132,Polygon,2445,914,NM690,42X,42.2,SD-2,Limestone hills,No ecosite, ,Drainage,<Null>, ,537,<Null>,<Null>,<Null>,<Null>,500,<Null>,<Null>,<Null>,<Null>,no,no,<Null>,<Null>,<Null>,<Null>,7/27/2020,USDA,LMB,<Null>,<Null>,<Null>,<Null>,500,<Null>,0,6463.984299,71933.55394
